Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Tarik,FR,HTML 5,0,macron le coulisses d'une victoire,,view_suggestion_info,suggestion_results,2020-04-10 16:48:49
Tarik,FR,HTML 5,0,macron le coulisse d'une victoire,,view_suggestion_info,suggestion_results,2020-04-10 16:48:47
Tarik,FR,HTML 5,0,macron le coulie d'une victoire,Macron : les coulisses d'une victoire,view_suggestion_info,suggestion_results,2020-04-10 16:48:41
Kids,FR,iPhone,1,moi ,Hôtel Transylvanie 2,view_video_info,title_results,2020-05-09 11:21:06
Both,FR,HTML 5,0,coco,Coco,play,title_results,2021-05-05 10:03:51
Both,FR,HTML 5,0,passenger,,play,title_results,2021-04-04 11:56:41
Both,FR,HTML 5,0,ted,Ted,play,title_results,2020-12-31 22:18:21
Both,FR,HTML 5,0,tuche,Mr Bean : le film le plus catastrophe,play,title_results,2020-12-31 22:16:32
Both,FR,HTML 5,0,sully,Sully,view_video_info,title_results,2020-08-17 18:31:06
Both,FR,HTML 5,0,sully,Sully,play,title_results,2020-08-17 18:30:53
Both,FR,HTML 5,0,black,Blacklist,play,title_results,2020-07-28 19:47:43
Both,FR,HTML 5,0,amis publi,Amis publics,play,video_info,2020-07-01 12:08:22
Both,FR,HTML 5,0,amis publi,Amis publics,view_video_info,title_results,2020-07-01 12:08:18
Both,FR,HTML 5,0,invisible guest,The Invisible Guest,play,title_results,2020-06-30 17:33:05
Both,FR,HTML 5,0,le loup,Le Loup de Wall Street,view_suggestion_info,suggestion_results,2020-06-23 07:14:42
Both,FR,HTML 5,0,man of steel,Man of Steel,play,title_results,2020-06-22 20:06:33
Both,FR,HTML 5,0,superma,Man of Steel,play,title_results,2020-06-22 12:54:09
Both,FR,HTML 5,0,h,Hancock,play,title_results,2020-06-22 11:18:51
Both,FR,HTML 5,0,13,13 Reasons Why,play,video_info,2020-05-26 11:30:17
Both,FR,HTML 5,0,13,13 Reasons Why,view_video_info,title_results,2020-05-26 11:30:13
